Participant ID,Home - Child No School,Home - Child School,Home - University,Home - 20s,Home - 30s and 40s,Home - 50s and 60s,Home - 70+,Work - Child No School,Work - Child School,Work - University,Work - 20s,Work - 30s and 40s,Work - 50s and 60s,Work - 70+,Other - Child No School,Other - Child School,Other - University,Other - 20s,Other - 30s and 40s,Other - 50s and 60s,Other - 70+
7452,0,10,13,0,2,1,1,0,2,8,0,3,0,0,0,0,0,0,0,0,0
7463,0,1,10,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
7530,0,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7676,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7794,0,2,7,0,5,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
7805,0,4,4,0,10,2,0,0,0,12,0,2,2,0,0,0,0,0,0,0,0
7806,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0
7807,0,1,6,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
7883,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
7901,0,4,1,0,3,1,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0
7937,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7938,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
